 
"All right, good. Like I'm I'm good. I'm
"But but Frankie, like that doesn't
"Look, just sit on it a little bit and
right? He's like, "Nah, dude. There's no
right? Like it's very lucrative. And it
right? So, I was going to be selling USD
risk 20% of my account and I will
risk this week. Like, I have not taken
risk-to-reward, they're just going to
risks like they have margin accounts
risks. They're scared of doing something
run. Never. Never. Yeah. I mean, I'll do
said
same one as before. I I treat every
same thing. And I can make somebody into
same thing. They met here, had me. And
same volume that you are just because
save 30%. I put 30% into my residual
save mandatory 30% of it I mandatory go
saving 10 15% on the trade. But say but
say you close the trade and you close
say, a 100 grand of my money into an
say, you have to find that that flavor
saying in my life and nothing costs you
saying. Yeah. Because you can't treat
saying? Yeah. When I when I go to the
scale it up? I mean, yeah, obviously
scale, where is it going to be located?
scalper. You want to be in daily 4 hour,
scammer thing. But did but did you know
schedule. It's a lot more convenient
see how he's going to make more money
see that they've traveled. If they're
see that video. Like someone's someone's
see the backend data of your your open
see the value in you, but also you can
seeing how many people you start
seen. Bro, you go on Google right now
self. Okay, we all we all we all have a
sell it. And I I believe in a business
sell on your phone. You're the one
sell once a day. not knowing anything
sell something and they're perhaps not
sell. So, he's just gonna just going to
selling courses and and helped a lot of
selling your I I have a mate in
selling. All I look at is what is the
send it out somewhere. Whoever's going
sense as a developer as if it were to be
sense. But I think the last time I went
sense. Mike, you've never shot guns,
sense." So then from that moment
sense? There's just so many things that
session? Is the risk-to-reward making
sessions there's not a lot of volume.
set myself up. I've invested diversively
set up properly, going to a different
setup is his setup and he's only trading
setups that he's predetermined. that
seven of those trades. Every single time
sharp and really really dialed and you
shoes off at the TSA to walk through
shooting gun? How come I'm doing it in
shooting some [\h__\h] blowing some [\h__\h]
should not be doing that." It kind of
sides of the trade off the back of the
single day and click buy or sell and
single day for this past last week that
single one of them. Yeah. I mean, I'm
single time they win, it's plus three.
single trade that I enter uniquely. And
sitting on my hands before I entered the
situation and they want to become a
situation. And I don't think that's what
six kids for sure. Like I want to have a
six to eight months. So I'm I'm very
six weeks and No, it's not. It's not
skill as far as I'm concerned is the
slots. So you can make a business like
smash Mike through a window. Like, I'm
so everything kind of connects. After
so much without it doing anything. So, I
so that you can still operate? You know
so when I have it, I already have people
social media and see the flamboyancy
solution to life to be successful. It's
some kind of trading whilst someone's
some of these successful people and they
some peak nationalities, what are they?
some people short during bull markets on
some people that end up joining and they
some places and they won't speak
some prop firms take say you place a
some type of limits in order for you to
some weeks where you take a lot of
